net.minecraft.world.entity.animal.squid.GlowSquid#DATA_DARK_TICKS_REMAINING	18	1
net.minecraft.world.entity.animal.turtle.Turtle#HAS_EGG	18	8
net.minecraft.world.entity.animal.turtle.Turtle#LAYING_EGG	19	8
net.minecraft.world.entity.animal.wolf.Wolf#DATA_ANGER_END_TIME	22	2
net.minecraft.world.entity.animal.wolf.Wolf#DATA_COLLAR_COLOR	21	1
net.minecraft.world.entity.animal.wolf.Wolf#DATA_INTERESTED_ID	20	8
net.minecraft.world.entity.animal.wolf.Wolf#DATA_SOUND_VARIANT_ID	24	26
net.minecraft.world.entity.animal.wolf.Wolf#DATA_VARIANT_ID	23	25
net.minecraft.world.entity.boss.enderdragon.EndCrystal#DATA_BEAM_TARGET	8	11
net.minecraft.world.entity.boss.enderdragon.EndCrystal#DATA_SHOW_BOTTOM	9	8
net.minecraft.world.entity.boss.enderdragon.EnderDragon#DATA_PHASE	16	1
net.minecraft.world.entity.boss.wither.WitherBoss#DATA_ID_INV	19	1
net.minecraft.world.entity.boss.wither.WitherBoss#DATA_TARGET_A	16	1
net.minecraft.world.entity.boss.wither.WitherBoss#DATA_TARGET_B	17	1
net.minecraft.world.entity.boss.wither.WitherBoss#DATA_TARGET_C	18	1
net.minecraft.world.entity.decoration.ArmorStand#DATA_BODY_POSE	17	9
net.minecraft.world.entity.decoration.ArmorStand#DATA_CLIENT_FLAGS	15	0
net.minecraft.world.entity.decoration.ArmorStand#DATA_HEAD_POSE	16	9
net.minecraft.world.entity.decoration.ArmorStand#DATA_LEFT_ARM_POSE	18	9
net.minecraft.world.entity.decoration.ArmorStand#DATA_LEFT_LEG_POSE	20	9
net.minecraft.world.entity.decoration.ArmorStand#DATA_RIGHT_ARM_POSE	19	9
net.minecraft.world.entity.decoration.ArmorStand#DATA_RIGHT_LEG_POSE	21	9
net.minecraft.world.entity.decoration.HangingEntity#DATA_DIRECTION	8	12
net.minecraft.world.entity.decoration.ItemFrame#DATA_ITEM	9	7
net.minecraft.world.entity.decoration.ItemFrame#DATA_ROTATION	10	1
net.minecraft.world.entity.decoration.Mannequin#DATA_DESCRIPTION	19	6
net.minecraft.world.entity.decoration.Mannequin#DATA_IMMOVABLE	18	8
net.minecraft.world.entity.decoration.Mannequin#DATA_PROFILE	17	41
net.minecraft.world.entity.decoration.painting.Painting#DATA_PAINTING_VARIANT_ID	9	34
net.minecraft.world.entity.item.FallingBlockEntity#DATA_START_POS	8	10
net.minecraft.world.entity.item.ItemEntity#DATA_ITEM	8	7
net.minecraft.world.entity.item.PrimedTnt#DATA_BLOCK_STATE_ID	9	14
net.minecraft.world.entity.item.PrimedTnt#DATA_FUSE_ID	8	1
net.minecraft.world.entity.monster.Blaze#DATA_FLAGS_ID	16	0
net.minecraft.world.entity.monster.Creeper#DATA_IS_IGNITED	18	8
net.minecraft.world.entity.monster.Creeper#DATA_IS_POWERED	17	8
net.minecraft.world.entity.monster.Creeper#DATA_SWELL_DIR	16	1
net.minecraft.world.entity.monster.EnderMan#DATA_CARRY_STATE	16	15
net.minecraft.world.entity.monster.EnderMan#DATA_CREEPY	17	8
net.minecraft.world.entity.monster.EnderMan#DATA_STARED_AT	18	8
net.minecraft.world.entity.monster.Ghast#DATA_IS_CHARGING	16	8
net.minecraft.world.entity.monster.Guardian#DATA_ID_ATTACK_TARGET	17	1
net.minecraft.world.entity.monster.Guardian#DATA_ID_MOVING	16	8
net.minecraft.world.entity.monster.Phantom#ID_SIZE	16	1
net.minecraft.world.entity.monster.Shulker#DATA_ATTACH_FACE_ID	16	12
net.minecraft.world.entity.monster.Shulker#DATA_COLOR_ID	18	0
net.minecraft.world.entity.monster.Shulker#DATA_PEEK_ID	17	0
net.minecraft.world.entity.monster.Strider#DATA_BOOST_TIME	18	1
net.minecraft.world.entity.monster.Strider#DATA_SUFFOCATING	19	8
net.minecraft.world.entity.monster.Vex#DATA_FLAGS_ID	16	0
net.minecraft.world.entity.monster.Witch#DATA_USING_ITEM	17	8
net.minecraft.world.entity.monster.Zoglin#DATA_BABY_ID	16	8
net.minecraft.world.entity.monster.creaking.Creaking#CAN_MOVE	16	8
net.minecraft.world.entity.monster.creaking.Creaking#HOME_POS	19	11
net.minecraft.world.entity.monster.creaking.Creaking#IS_ACTIVE	17	8
net.minecraft.world.entity.monster.creaking.Creaking#IS_TEARING_DOWN	18	8
net.minecraft.world.entity.monster.cubemob.AbstractCubeMob#ID_SIZE	18	1
net.minecraft.world.entity.monster.cubemob.SulfurCube#FROM_BUCKET	20	8
net.minecraft.world.entity.monster.cubemob.SulfurCube#MAX_FUSE	19	1
net.minecraft.world.entity.monster.hoglin.Hoglin#DATA_IMMUNE_TO_ZOMBIFICATION	18	8
net.minecraft.world.entity.monster.illager.Pillager#IS_CHARGING_CROSSBOW	17	8
net.minecraft.world.entity.monster.illager.SpellcasterIllager#DATA_SPELL_CASTING_ID	17	0
net.minecraft.world.entity.monster.piglin.AbstractPiglin#DATA_IMMUNE_TO_ZOMBIFICATION	16	8
net.minecraft.world.entity.monster.piglin.Piglin#DATA_BABY_ID	17	8
net.minecraft.world.entity.monster.piglin.Piglin#DATA_IS_CHARGING_CROSSBOW	18	8
net.minecraft.world.entity.monster.piglin.Piglin#DATA_IS_DANCING	19	8
net.minecraft.world.entity.monster.skeleton.Bogged#DATA_SHEARED	16	8
net.minecraft.world.entity.monster.skeleton.Skeleton#DATA_STRAY_CONVERSION_ID	16	8
net.minecraft.world.entity.monster.spider.Spider#DATA_FLAGS_ID	16	0
net.minecraft.world.entity.monster.warden.Warden#CLIENT_ANGER_LEVEL	16	1
net.minecraft.world.entity.monster.zombie.Zombie#DATA_BABY_ID	16	8
net.minecraft.world.entity.monster.zombie.Zombie#DATA_DROWNED_CONVERSION_ID	18	8
net.minecraft.world.entity.monster.zombie.Zombie#DATA_SPECIAL_TYPE_ID	17	1
net.minecraft.world.entity.monster.zombie.ZombieVillager#DATA_CONVERTING_ID	19	8
net.minecraft.world.entity.monster.zombie.ZombieVillager#DATA_VILLAGER_DATA	20	18
net.minecraft.world.entity.monster.zombie.ZombieVillager#DATA_VILLAGER_DATA_FINALIZED	21	8
net.minecraft.world.entity.npc.villager.AbstractVillager#DATA_UNHAPPY_COUNTER	18	1
net.minecraft.world.entity.npc.villager.Villager#DATA_VILLAGER_DATA	19	18
net.minecraft.world.entity.npc.villager.Villager#DATA_VILLAGER_DATA_FINALIZED	20	8
net.minecraft.world.entity.player.Player#DATA_PLAYER_ABSORPTION_ID	17	3
net.minecraft.world.entity.player.Player#DATA_SCORE_ID	18	1
net.minecraft.world.entity.player.Player#DATA_SHOULDER_PARROT_LEFT	19	19
net.minecraft.world.entity.player.Player#DATA_SHOULDER_PARROT_RIGHT	20	19
net.minecraft.world.entity.projectile.EyeOfEnder#DATA_ITEM_STACK	8	7
net.minecraft.world.entity.projectile.FireworkRocketEntity#DATA_ATTACHED_TO_TARGET	9	19
net.minecraft.world.entity.projectile.FireworkRocketEntity#DATA_ID_FIREWORKS_ITEM	8	7
net.minecraft.world.entity.projectile.FireworkRocketEntity#DATA_SHOT_AT_ANGLE	10	8
net.minecraft.world.entity.projectile.FishingHook#DATA_BITING	9	8
net.minecraft.world.entity.projectile.FishingHook#DATA_HOOKED_ENTITY	8	1
net.minecraft.world.entity.projectile.arrow.AbstractArrow#ID_FLAGS	8	0
net.minecraft.world.entity.projectile.arrow.AbstractArrow#IN_GROUND	10	8
net.minecraft.world.entity.projectile.arrow.AbstractArrow#PIERCE_LEVEL	9	0
net.minecraft.world.entity.projectile.arrow.Arrow#ID_EFFECT_COLOR	11	1
net.minecraft.world.entity.projectile.arrow.ThrownTrident#ID_FOIL	12	8
net.minecraft.world.entity.projectile.arrow.ThrownTrident#ID_LOYALTY	11	0
net.minecraft.world.entity.projectile.hurtingprojectile.Fireball#DATA_ITEM_STACK	8	7
net.minecraft.world.entity.projectile.hurtingprojectile.WitherSkull#DATA_DANGEROUS	8	8
net.minecraft.world.entity.projectile.throwableitemprojectile.ThrowableItemProjectile#DATA_ITEM_STACK	8	7
net.minecraft.world.entity.raid.Raider#IS_CELEBRATING	16	8
net.minecraft.world.entity.vehicle.VehicleEntity#DATA_ID_DAMAGE	10	3
net.minecraft.world.entity.vehicle.VehicleEntity#DATA_ID_HURT	8	1
net.minecraft.world.entity.vehicle.VehicleEntity#DATA_ID_HURTDIR	9	1
net.minecraft.world.entity.vehicle.boat.AbstractBoat#DATA_ID_BUBBLE_TIME	13	1
net.minecraft.world.entity.vehicle.boat.AbstractBoat#DATA_ID_PADDLE_LEFT	11	8
net.minecraft.world.entity.vehicle.boat.AbstractBoat#DATA_ID_PADDLE_RIGHT	12	8
net.minecraft.world.entity.vehicle.minecart.AbstractMinecart#DATA_ID_CUSTOM_DISPLAY_BLOCK	11	15
net.minecraft.world.entity.vehicle.minecart.AbstractMinecart#DATA_ID_DISPLAY_OFFSET	12	1
net.minecraft.world.entity.vehicle.minecart.MinecartCommandBlock#DATA_ID_COMMAND_NAME	13	4
net.minecraft.world.entity.vehicle.minecart.MinecartCommandBlock#DATA_ID_LAST_OUTPUT	14	5
net.minecraft.world.entity.vehicle.minecart.MinecartFurnace#DATA_ID_FUEL	13	8
